"","wkt_words"
"2793","gençlik"
"2794","genel að"
"2795","genel bilgi"
"2796","genel kültür"
"2797","genelev"
"2798","genelge"
"2799","genellik"
"2800","geniz"
"2801","genofobi"
"2802","geodezi"
"2803","geometri"
"2804","gerçek"
"2805","gerçek sayý"
"2806","gerçeklik"
"2807","gerçel sayý"
"2808","gerdan"
"2809","gerdanlýk"
"2810","gereç"
"2811","gerek"
"2812","gereken"
"2813","gereksinim"
"2814","gergedan"
"2815","gerginlik"
"2816","geri"
"2817","geri dönüþüm"
"2818","geri dönüþüm kutusu"
"2819","geri yazma"
"2820","gerilla"
"2821","germanyum"
"2822","gerontokrasi"
"2823","gerzek"
"2824","getirme"
"2825","gevezelik"
"2826","geviþ"
"2827","gevrek"
"2828","gevreklik"
"2829","gey"
"2830","geyik"
"2831","geyþa"
"2832","gez"
"2833","gezegen"
"2834","gezegen bilimi"
"2835","gezegenimsi bulutsu"
"2836","gezmen"
"2837","gýcýrdatma"
"2838","gýda"
"2839","gýrtlak"
"2840","gider"
"2841","gidiþ"
"2842","gigabayt"
"2843","girdap"
"2844","girdi"
"2845","girinti"
"2846","giriþ"
"2847","girme"
"2848","giþe"
"2849","gitar"
"2850","gitme"
"2851","giyim"
"2852","giyme"
"2853","giysi"
"2854","giz"
"2855","gizem"
"2856","GKA"
"2857","glasnost"
"2858","glif"
"2859","gobit"
"2860","gocuk"
"2861","gofret"
"2862","gol"
"2863","golandro"
"2864","golfçü"
"2865","golyandro"
"2866","gondol"
"2867","goril"
"2868","göbek"
"2869","göbek dansý"
"2870","göbek deliði"
"2871","göç"
"2872","göçmen"
"2873","göçmen kampý"
"2874","göðem"
"2875","göðüs"
"2876","göðüs kýlý"
"2877","göðüslük"
"2878","gök"
"2879","gök cismi"
"2880","gökada"
"2881","gökdelen"
"2882","gökkuþaðý"
"2883","göktaþý"
"2884","gökyüzü"
"2885","göl"
"2886","gölet"
"2887","gölevez"
"2888","gölge"
"2889","gölgelik"
"2890","gölük"
"2891","gömlek"
"2892","gömlekçi"
"2893","gönderi"
"2894","gönül"
"2895","gönüllü"
"2896","görçek"
"2897","görenek"
"2898","görev"
"2899","görgü"
"2900","görkem"
"2901","görme"
"2902","görünmezlik"
"2903","görüntü"
"2904","görüntü kapýsý"
"2905","görüþ"
"2906","gösteri"
"2907","gösteriþ"
"2908","gösterme"
"2909","göt"
"2910","göt yanaðý"
"2911","götten bacaklý"
"2912","götveren"
"2913","gövde"
"2914","göz"
"2915","göz kapaðý"
"2916","gözatýcý"
"2917","gözbebeði"
"2918","gözcü"
"2919","gözdaðý"
"2920","gözde"
"2921","göze"
"2922","gözgü"
"2923","gözle"
"2924","gözlem"
"2925","gözlemci"
"2926","gözleme"
"2927","gözlenme"
"2928","gözlük"
"2929","gözlükçü"
"2930","gözlüklü"
"2931","gözyaþý"
"2932","gramaj"
"2933","gramer"
"2934","gramer kitabý"
"2935","gramofon"
"2936","Grand Prix"
"2937","granül"
"2938","granüllü endoplazmik retikulum"
"2939","granülsüz endoplazmik retikulum"
"2940","grev"
"2941","greyder"
"2942","greyfurt"
"2943","gri"
"2944","gri kedi"
"2945","gril"
"2946","grip"
"2947","grivna"
"2948","grup"
"2949","grup seks"
"2950","guakamole"
"2951","guguk"
"2952","gurur"
"2953","guvernör"
"2954","guzik"
"2955","gübre"
"2956","güç"
"2957","güçlü etkileþim"
"2958","güçlü kuvvet"
"2959","güçlü nükleer etkileþim"
"2960","güçlü nükleer kuvvet"
"2961","güçlük"
"2962","güdü"
"2963","güdülenme"
"2964","güdüm"
"2965","gül"
"2966","gülçe"
"2967","gülgûn"
"2968","güllaç"
"2969","gülünçleþme"
"2970","gülüþ"
"2971","gümrük"
"2972","gümüþ"
"2973","gümüþ balýðý"
"2974","gün"
"2975","gün bilgisi"
"2976","günah"
"2977","günahkâr"
"2978","güncelleme"
"2979","gündöndü"
"2980","gündönümü"
"2981","gündüz"
"2982","gündüz feneri"
"2983","günebakan"
"2984","güneþ"
"2985","güneþ dýþý gezegen"
"2986","güneþ gözlüðü"
"2987","güneþ ýþýðý"
"2988","güneþ kremi"
"2989","güneþ saati"
"2990","Güneþ tutulmasý"
"2991","güney"
"2992","güneybatý"
"2993","güneydoðu"
"2994","günlük"
"2995","günlük dil"
"2996","günorta"
"2997","gür"
"2998","güreþ"
"2999","güreþçi"
"3000","gürgen"
"3001","gürültü"
"3002","gürültüsüzlük"
"3003","gürz"
"3004","güve"
"3005","güvem"
"3006","güven"
"3007","güvenlik"
"3008","güvenlik duvarý"
"3009","güvenlilik"
"3010","güvensizlik"
"3011","güvercin"
"3012","güverte"
"3013","güvey"
"3014","güz"
"3015","güzel"
"3016","güzellik"
"3017","güzellik yarýþmasý"
"3018","güzergâh"
"3019","gâvur"
"3020","haber"
"3021","haber spikeri"
"3022","haberleþme"
"3023","habitat"
"3024","hac"
"3025","hacý"
"3026","hacýlýk"
"3027","hacim"
"3028","haciz"
"3029","haç"
"3030","haça"
"3031","had"
"3032","hadým"
"3033","hadýmlýk"
"3034","hadis"
"3035","hadise"
"3036","hadron"
"3037","hafýza"
"3038","hafýza çubuðu"
"3039","hafýza kartý"
"3040","hafniyum"
"3041","hafriyat"
"3042","hafta"
"3043","hafta sonu"
"3044","haham"
"3045","hail"
"3046","haile"
"3047","hain"
"3048","hak"
"3049","hakaret"
"3050","hakem"
"3051","hakemlik"
"3052","haki"
"3053","hakikat"
"3054","hakim"
"3055","hakimiyet"
"3056","haklý göstermek"
"3057","haklýlýk"
"3058","hal"
"3059","hala"
"3060","halat"
"3061","halhal"
"3062","halý"
"3063","halýcý"
"3064","halýcýlýk"
"3065","halk"
"3066","halk dili"
"3067","halka"
"3068","halkalý sucivanperçemi"
"3069","halterci"
"3070","halüsinasyon"
"3071","hamak"
"3072","hamam"
"3073","hamam böceði"
"3074","hamburger"
"3075","hamýz"
"3076","hami"
"3077","hamilelik"
"3078","hamle"
"3079","hamol"
"3080","hamsi"
"3081","hamster"
"3082","hamt"
"3083","hamur"
"3084","han"
"3085","hanbar"
"3086","hançer"
"3087","handikap"
"3088","hane"
"3089","haným"
"3090","hanýmefendi"
"3091","hanýmeli"
"3092","hani"
"3093","hanuka"
"3094","hap"
"3095","hapis"
"3096","hapisane"
"3097","hapishane"
"3098","harabiyet"
"3099","haraç"
"3100","haramibaþý"
"3101","harap"
"3102","harar"
"3103","hararet"
"3104","harcýrah"
"3105","harç"
"3106","harçlýk"
"3107","hardal"
"3108","hareket"
"3109","hareketlilik"
"3110","hareketsizlik"
"3111","harekât"
"3112","harem"
"3113","haremlik"
"3114","harf"
"3115","hariciye"
"3116","hariç"
"3117","harita"
"3118","haritacý"
"3119","haritacýlýk"
"3120","harp"
"3121","harp ilâni"
"3122","hartuç"
"3123","hasar"
"3124","hasýl"
"3125","hasret"
"3126","hassiyum"
"3127","hasta"
"3128","hastalýk"
"3129","hastane"
"3130","haþefe"
"3131","haþerat"
"3132","haþere"
"3133","haþiþ"
"3134","hat"
"3135","hata"
"3136","hatýr"
"3137","hatýra"
"3138","hatun"
"3139","hava"
"3140","hava dalýþçýsý"
"3141","hava yastýðý"
"3142","hava yolu"
"3143","havaalaný"
"3144","havadan havaya füze"
"3145","havadan karaya füze"
"3146","havadis"
"3147","havai fiþek"
"3148","havale"
"3149","havali"
"3150","havalimaný"
"3151","havayolu"
"3152","havlýcan"
"3153","havlu"
"3154","havra"
"3155","havuç"
"3156","havuç sineði"
"3157","havuz"
"3158","havya"
"3159","havyar"
"3160","havza"
"3161","hayal"
"3162","hayal dünyasý"
"3163","hayal kýrýklýðý"
"3164","hayalet"
"3165","hayalî arkadaþ"
"3166","hayat"
"3167","haydari"
"3168","haydut"
"3169","hayýn"
"3170","hayýr"
"3171","hayýrsever"
"3172","hayran"
"3173","hayrat"
"3174","hayret"
"3175","haysiyet"
"3176","hayvan"
"3177","hayvanat bahçesi"
"3178","haz"
"3179","hazcý"
"3180","hazcýlýk"
"3181","hazýrlýk"
"3182","hazýrlýk maçý"
"3183","hazine"
"3184","hazine sandýðý"
"3185","hazinedar"
"3186","haziran"
"3187","hazret"
"3188","he"
"3189","hece"
"3190","hecin"
"3191","hecirget"
"3192","hedef"
"3193","hedig"
"3194","hediye"
"3195","hediyelik eþya"
"3196","hedonist"
"3197","hedonizm"
"3198","hegemonya"
"3199","hekim"
"3200","hekimlik"
"3201","hektar"
"3202","helak"
"3203","helal"
"3204","helezon"
"3205","helikopter"
"3206","helva"
"3207","helyum"
"3208","hematoloji"
"3209","hemofili"
"3210","hempa"
"3211","hemþire"
"3212","hemzemin geçit"
"3213","hendek"
"3214","hendese"
"3215","henoteizm"
"3216","hentbol"
"3217","hentbolcu"
"3218","hentbolculuk"
"3219","hep beraber"
"3220","hepatit"
"3221","hepsi"
"3222","her biri"
"3223","herif"
"3224","hermenötik"
"3225","hesap"
"3226","hesap makinesi"
"3227","hesaplama"
"3228","heteroseksüel"
"3229","heteroseksüellik"
"3230","heves"
"3231","heybe"
"3232","heyecan"
"3233","heyet"
"3234","heykel"
"3235","heykelcik"
"3236","hezan"
"3237","hezen"
"3238","hezimet"
"3239","HGS"
"3240","hýçkýrýk"
"3241","hýfzýssýhha"
"3242","hýnamý"
"3243","hýnzýr"
"3244","hýrdavat"
"3245","hýrgür"
"3246","hýrs"
"3247","hýrsýz"
"3248","hýrsýzlýk"
"3249","hýyanet"
"3250","hýyar"
"3251","hýz"
"3252","hýzlýlýk"
"3253","hicran"
"3254","hicret"
"3255","hiç"
"3256","hiçlik"
"3257","hidayet"
"3258","hidoku"
"3259","hidrat"
"3260","hidrojen"
"3261","hidrojen bombasý"
"3262","hijyen"
"3263","hikaye"
"3264","hikmet"
"3265","hikâye"
"3266","hilal"
"3267","hile"
"3268","hindi"
"3269","hindiba"
"3270","hindistan cevizi"
"3271","Hindistan cevizi"
"3272","hinterlant"
"3273","hiper bað"
"3274","hiperbol"
"3275","hipermetin"
"3276","hipertermi"
"3277","hipopotam"
"3278","hipotalamus"
"3279","hipotermi"
"3280","his"
"3281","hisar"
"3282","hissedar"
"3283","hissikablelvuku"
"3284","hissiyat"
"3285","hitabe"
"3286","hitam"
"3287","hitap"
"3288","hiyerarþi"
"3289","hiyeroglif"
"3290","hizmet"
"3291","hizmet yönelimli mimari"
"3292","hobi"
"3293","hoca"
"3294","hol"
"3295","holding"
"3296","holmiyum"
"3297","homofobi"
"3298","homonim"
"3299","homoseksüel"
"3300","homoseksüellik"
"3301","homurdama"
"3302","homurdanma"
"3303","homurtu"
"3304","hoparlör"
"3305","hormonal sistem"
"3306","horoz"
"3307","horoz þekeri"
"3308","hort"
"3309","hortum"
"3310","hostes"
"3311","hoyrat"
"3312","Hristiyan"
"3313","hudud"
"3314","hudut"
"3315","hukuk"
"3316","hukukçu"
"3317","humus"
"3318","huni"
"3319","hurç"
"3320","hurda"
"3321","huri"
"3322","hurma"
"3323","hurufat"
"3324","huþ"
"3325","huy"
"3326","huzur"
"3327","hücre"
"3328","hücresel"
"3329","hüküm"
"3330","hükümdar"
"3331","hükümet"
"3332","hükûmet"
"3333","hülya"
"3334","hümanizm"
"3335","hüner"
"3336","hürriyet"
"3337","hürriyetçilik"
"3338","hüsnüniyet"
"3339","hüthüt"
"3340","hüviyet"
"3341","hüzün"
"3342","hâdise"
"3343","hâl"
"3344","hâlet"
"3345","hâletiruhiye"
"3346","ý"
"3347","ýbrýk"
"3348","ýhlamur"
"3349","ýlgýn"
"3350","ýrgat"
"3351","ýrk"
"3352","ýrkçýlýk"
"3353","ýrmak"
"3354","ýsý"
"3355","ýsý indeksi"
"3356","ýsýrgan"
"3357","ýsýrýk"
"3358","ýsýtýcý"
"3359","ýska"
"3360","ýslahat"
"3361","ýslahatçý"
"3362","ýslahatçýlýk"
"3363","ýslaklýk"
"3364","ýspanak"
"3365","ýsrar"
"3366","ýstakoz"
"3367","ýstýlah"
"3368","ýþýk"
"3369","ýþýk hýzý"
"3370","ýþýk yýlý"
"3371","ýþýltý"
"3372","ýþýma"
"3373","ýþýn"
"3374","ýþýným"
"3375","ýþýnlama"
"3376","ýzdýrap"
"3377","ýzgara"
"3378","ýztýrap"
"3379","ýztýrar"
"3380","i"
"3381","iade"
"3382","iadeiitibar"
"3383","iadeiziyaret"
"3384","iane"
"3385","ibadet"
"3386","ibibik"
"3387","iblis"
"3388","ibne"
"3389","ibnelik"
"3390","ibret"
"3391","ibrik"
"3392","icap"
"3393","icar"
"3394","icazet"
"3395","icraat"
"3396","iç"
"3397","iç að"
"3398","iç çamaþýrý"
"3399","iç gezegen"
"3400","iç iskelet"
"3401","iç savaþ"
"3402","içbükey açý"
"3403","içbükey dörtgen"
"3404","içecek"
"3405","içeri"
"3406","içerik"
"3407","içerisi"
"3408","içgüdü"
"3409","içim"
"3410","içindekiler"
"3411","içki"
"3412","içkici"
"3413","içli köfte"
"3414","içlik"
"3415","içme"
"3416","içtima"
"3417","içtimaiyat"
"3418","içyüz"
"3419","idadi"
"3420","idam"
"3421","idare"
"3422","idare-i örfiye"
"3423","idare-i örfî"
"3424","iddaa"
"3425","iddia"
"3426","ide"
"3427","ideal"
"3428","idealist"
"3429","idealizm"
"3430","ideogram"
"3431","ideoloji"
"3432","idman"
"3433","idrak"
"3434","idrar"
"3435","ifa"
"3436","ifade"
"3437","iffet"
"3438","iflah"
"3439","ifrit"
"3440","iftar"
"3441","iftihar"
"3442","iftira"
"3443","iftitah"
"3444","iguana"
"3445","ið"
"3446","iðde"
"3447","iðne"
"3448","iðne deliði"
"3449","ihale"
"3450","ihanet"
"3451","ihlal"
"3452","ihmal"
"3453","ihracat"
"3454","ihraç"
"3455","ihtar"
"3456","ihtifagâh"
"3457","ihtifal"
"3458","ihtikâr"
"3459","ihtilaç"
"3460","ihtilal"
"3461","ihtilam"
"3462","ihtimal"
"3463","ihtiras"
"3464","ihtiyaç"
"3465","ihtiyar"
"3466","ihtiyat"
"3467","ihtiyoloji"
"3468","ihzar"
"3469","ikame"
"3470","ikamet"
"3471","ikametgâh"
"3472","ikaz"
"3473","iki baþlý"
"3474","iki baþlý uyluk kasý"
"3475","iki baþlý üst kol kasý"
"3476","ikilem"
"3477","ikinci sýnýf nesne"
"3478","ikincil sürüm"
"3479","ikincilik"
"3480","ikindi"
"3481","ikiyüzlü"
"3482","ikiz"
"3483","ikizkenar dik üçgen"
"3484","ikizkenar üçgen"
"3485","ikizkenar yamuk"
"3486","iklim"
"3487","iklim deðiþikliði"
"3488","ikmal"
"3489","ikna"
"3490","ikramiye"
"3491","ikrar"
"3492","iksir"
"3493","iktidar"
"3494","iktisat"
"3495","iktisatçý"
"3496","il"
"3497","ilaç"
"3498","ilahi"
"3499","ilahiyat"
"3500","ilahiyatçý"
"3501","ilam"
"3502","ilan"
"3503","ilave"
"3504","ilçe"
"3505","ileri"
"3506","ileri görüþlülük"
"3507","ilericilik"
"3508","ilerleyiþ"
"3509","ileti"
"3510","iletiþim"
"3511","iletken"
"3512","ileum"
"3513","Ilgaz"
"3514","ilgeç"
"3515","ilhak"
"3516","ilham"
"3517","ilhan"
"3518","ilik"
"3519","ilim"
"3520","iliþki"
"3521","iliþkisel model"
"3522","ilkbahar"
"3523","ilke"
"3524","ilklendirme"
"3525","ilklendirmeme"
"3526","ilkokul"
"3527","ilköðretim"
"3528","ilköðretim okulu"
"3529","illüzyon"
"3530","ilmek"
"3531","iltica"
"3532","iltifat"
"3533","iltihak"
"3534","ilâç"
"3535","ilân"
"3536","ilâve"
"3537","ima"
"3538","imalat"
"3539","imalathane"
"3540","imam"
"3541","imambayýldý"
"3542","iman"
"3543","imar"
"3544","imdat"
"3545","imha"
"3546","imitasyon"
"3547","imkân"
"3548","imla"
"3549","impala"
"3550","imparator"
"3551","imparatoriçe"
"3552","imparatorluk"
"3553","implementasyon"
"3554","imtihan"
"3555","imtiyaz"
"3556","imza"
"3557","imzalanma"
"3558","in"
"3559","inak"
"3560","inanç"
"3561","inayet"
"3562","ince baðýrsak"
"3563","ince ünlü"
"3564","inceleme"
"3565","inci"
"3566","inci çiçeði"
"3567","incil"
"3568","incir"
"3569","inç"
"3570","indeks"
"3571","indirim"
"3572","indiyum"
"3573","inek"
"3574","infaz"
"3575","infilak"
"3576","inhisar"
"3577","inisiyatif"
"3578","iniþ"
"3579","inkýlab"
"3580","inkýlap"
"3581","inkýlapçý"
"3582","inkýlapçýlýk"
"3583","inkýta"
"3584","inkisarýhayal"
"3585","inkâr"
"3586","inme"
"3587","inorganik kimya"
"3588","inovasyon"
"3589","insan"
"3590","insan biçimcilik"
"3591","insan-ý kâmil"
"3592","insanýmsý"
"3593","insaniyet"
"3594","insanlýk"
"3595","insanoðlu"
"3596","insansý maymun"
"3597","insiyak"
"3598","inþa"
"3599","inþaat"
"3600","inþâ"
"3601","integral"
"3602","interfaz"
"3603","internet"
"3604","intiba"
"3605","intihal"
"3606","intihalci"
"3607","intihap"
"3608","intihar"
"3609","intikam"
"3610","intörn"
"3611","inziva"
"3612","ip"
"3613","ipek"
"3614","iple"
"3615","iplik"
"3616","ipotek"
"3617","iptal"
"3618","irade"
"3619","irae"
"3620","irat"
"3621","irfan"
"3622","iribaþ"
"3623","iridyum"
"3624","irin"
"3625","irkenek"
"3626","irkeyel"
"3627","irmik"
"3628","ironi"
"3629","irrasyonel sayý"
"3630","is"
"3631","ishal"
"3632","isilik"
"3633","isim"
"3634","isim uzayý"
"3635","isimsiz sýnýf"
"3636","iskambil"
"3637","iskarpin"
"3638","iskele"
"3639","iskelet"
"3640","iskemle"
"3641","iskender"
"3642","iskete"
"3643","iskonto"
"3644","iskorpit"
"3645","iskân"
"3646","ismin hâli"
"3647","ispermeçet balinasý"
"3648","ispinoz"
"3649","ispirto"
"3650","ispiyon"
"3651","ispiyoncu"
"3652","istakoz"
"3653","istalya"
"3654","istasyon"
"3655","istatistik"
"3656","istavrit"
"3657","istek"
"3658","isteka"
"3659","isteksizlik"
"3660","istemci"
"3661","istemli kas"
"3662","istemsiz kas"
"3663","istibdat"
"3664","istida"
"3665","istif"
"3666","istifa"
"3667","istifade"
"3668","istiðfar"
"3669","istihbarat"
"3670","istikamet"
"3671","istikbal"
"3672","istiklal"
"3673","istikraz"
"3674","istikþaf"
"3675","istimal"
"3676","istimlak"
"3677","istinadgah"
"3678","istirahat"
"3679","istiridye"
"3680","istisna"
"3681","istiþare"
"3682","isyan"
"3683","isyancý"
"3684","isyaný"
"3685","iþ"
"3686","iþ adamý"
"3687","iþ adamlýðý"
"3688","iþ ve iþçi bulma kurumu"
"3689","iþadamý"
"3690","iþaret"
"3691","iþaret fonksiyonu"
"3692","iþaret iþlevi"
"3693","iþaret kutusu"
"3694","iþaret parmaðý"
"3695","iþbirliði"
"3696","iþçi"
"3697","iþgal"
"3698","iþgalci"
"3699","iþgücü"
"3700","iþkence"
"3701","iþkenceci"
"3702","iþkencecilik"
"3703","iþlem"
"3704","iþlemci"
"3705","iþleme"
"3706","iþletim"
"3707","iþletim sistemi"
"3708","iþletme"
"3709","iþlev"
"3710","iþsizlik"
"3711","iþtah"
"3712","iþtial"
"3713","iþtir"
"3714","iþtirak"
"3715","iþtiyak"
"3716","it"
"3717","itaat"
"3718","iterasyon"
"3719","iterbiyum"
"3720","itfaiye"
"3721","ithalat"
"3722","ithalatçý"
"3723","itibar"
"3724","itibarlýlýk"
"3725","itibarsýzlýk"
"3726","itidal"
"3727","itimat"
"3728","itiraf"
"3729","itiraz"
"3730","itriyum"
"3731","ittihaz"
"3732","iye"
"3733","iyelik"
"3734","iyi"
"3735","iyi gün dostu"
"3736","iyilik"
"3737","iyon"
"3738","iyonosfer"
"3739","iyot"
"3740","iz"
"3741","izbandut"
"3742","izbe"
"3743","izhar"
"3744","izin"
"3745","izlek"
"3746","izleme"
"3747","izleme listesi"
"3748","izlence"
"3749","izleyici"
"3750","izmarit"
"3751","izolasyon"
"3752","izzet"
"3753","jaguar"
"3754","jakoben"
"3755","jale"
"3756","jaluzi"
"3757","jambon"
"3758","jandarma"
"3759","janr"
"3760","jant"
"3761","Japon balýðý"
"3762","jargon"
"3763","jartiyer"
"3764","je"
"3765","jelada"
"3766","jelatin"
"3767","jenealoji"
"3768","jenerasyon"
"3769","jeneratör"
"3770","jenerik"
"3771","jenosit"
"3772","jeodezi"
"3773","jeodinamik"
"3774","jeofizik"
"3775","jeolog"
"3776","jeoloji"
"3777","jeomorfolog"
"3778","jeomorfoloji"
"3779","jeopolitik"
"3780","jeosantrizm"
"3781","jeosenklinal"
"3782","jeotermi"
"3783","jerontokrasi"
"3784","jeton"
"3785","jilet"
"3786","jimnastik"
"3787","jogging"
"3788","jokey"
"3789","jonglör"
"3790","jorjet"
"3791","jöle"
"3792","jönprömiye"
"3793","judo"
"3794","judocu"
"3795","jurnal"
"3796","jübile"
"3797","jüri"
"3798","kabadayý"
"3799","kabahat"
"3800","kabak"
"3801","kabalýk"
"3802","kabartma tozu"
"3803","kabile"
"3804","kabin"
"3805","kabine"
"3806","kabir"
"3807","kablo"
"3808","kabotaj"
"3809","kabristan"
"3810","kabuk"
"3811","kabul"
"3812","kaburga"
"3813","kaçak"
"3814","kaçakçý"
"3815","kaçakçýlýk"
"3816","kaçamak"
"3817","kaçma"
"3818","kadaða"
"3819","kadaðan"
"3820","kadar"
"3821","kadastro"
"3822","kadavra"
"3823","kadayýf"
"3824","kadeh"
"3825","kader"
"3826","kadý"
"3827","kadýn"
"3828","kadýncaðýz"
"3829","kadýnlýk"
"3830","kadýrga"
"3831","kadýrga balýðý"
"3832","kadife"
"3833","kadir"
"3834","kadmiyum"
"3835","kadran"
"3836","kadril"
"3837","kafa"
"3838","kafatasý"
"3839","kafe"
"3840","kafein"
"3841","kafes"
"3842","kafes bileþik"
"3843","kafesçi"
"3844","kafile"
"3845","kafiye"
"3846","Kafkas"
"3847","Kafkasyalý"
"3848","kaftan"
"3849","kaðýt"
"3850","kahýr"
"3851","kahkaha"
"3852","kahpe"
"3853","kahraman"
"3854","kahramanlýk"
"3855","kahvaltý"
"3856","kahve"
"3857","kahve çekirdeði"
"3858","kahverengi"
"3859","kahya"
"3860","kaide"
"3861","kakao"
"3862","kakým"
"3863","kakýrca"
"3864","kakofoni"
"3865","kaktüs"
"3866","kalabalýk"
"3867","kalamar"
"3868","kalaþnikov"
"3869","kalay"
"3870","kalaycý"
"3871","kalbur"
"3872","kalça"
"3873","kaldýraç"
"3874","kaldýraç kuvveti"
"3875","kaldýrým"
"3876","kale"
"3877","kaleci"
"3878","kalecilik"
"3879","kalem"
"3880","kalemlik"
"3881","kalemtýraþ"
"3882","kalfa"
"3883","kalýk"
"3884","kalýn"
"3885","kalýn baðýrsak"
"3886","kalýn ünlü"
"3887","kalýp"
"3888","kalýplaþmýþ yargý"
"3889","kalibraj"
"3890","kalibrasyon"
"3891","kalibre"
"3892","kaliforniyum"
"3893","kalite"
"3894","kalkan"
"3895","kalkan balýðý"
"3896","kalkýnma"
"3897","kalomel"
"3898","kalori"
"3899","kalorifer"
"3900","kalp"
"3901","kalp kasý"
"3902","kalp krizi"
"3903","kalpak"
"3904","kalpazan"
"3905","kalseduan"
"3906","kalsiyum"
"3907","kaltak"
"3908","kalyon"
"3909","kalyoncu"
"3910","kama"
"3911","kamara"
"3912","kamarot"
"3913","kamarotluk"
"3914","kambur"
"3915","kamçý"
"3916","kamelya"
"3917","kamer"
"3918","kamera"
"3919","kamera arkasý"
"3920","kameriye"
"3921","kamýþ"
"3922","kampanya"
"3923","kampüs"
"3924","kamu"
"3925","kamuflaj"
"3926","kamuoyu"
"3927","kamus"
"3928","kamyon"
"3929","kamyonet"
"3930","kan"
"3931","kan bilimi"
"3932","kan grubu"
"3933","kanaat"
"3934","Kanada kazý"
"3935","Kanadalý"
"3936","kanal"
"3937","kanalizasyon"
"3938","kanarya"
"3939","kanat"
"3940","kanca"
"3941","kancýk"
"3942","kandil"
"3943","kandil simidi"
"3944","kanepe"
"3945","Kangal köpeði"
"3946","kangren"
"3947","kanguru"
"3948","kaniþ"
"3949","kanka"
"3950","kanlýlýk"
"3951","kano"
"3952","kanser"
"3953","kanseroloji"
"3954","kansýzlýk"
"3955","kantar"
"3956","kantat"
"3957","kantýr"
"3958","kantin"
"3959","kantinci"
"3960","kantincilik"
"3961","kanto"
"3962","kanton"
"3963","kanun"
"3964","kanvas"
"3965","kaos"
"3966","kap"
"3967","kapak"
"3968","kapakçýk"
"3969","kapalý kaynak"
"3970","kapama"
"3971","kapan"
"3972","kapanýþ"
"3973","kapanýþ konuþmasý"
"3974","kapasite"
"3975","kapý"
"3976","kapýcý"
"3977","kapibara"
"3978","kapik"
"3979","kapitalist"
"3980","kapitülasyon"
"3981","kaplan"
"3982","kaplýca"
"3983","kaplumbaða"
"3984","kapsam"
"3985","kaptan"
"3986","kaptanlýk"
"3987","kapu"
"3988","kapuçino"
"3989","kapuska"
"3990","kaput"
"3991","kapüþon"
"3992","kapüþonlu"
"3993","kar"
"3994","kar tanesi"
"3995","kara"
"3996","kara aðaç"
"3997","kara aðaçkakan"
"3998","kara delik"
"3999","kara liste"
"4000","kara sinek"
"4001","kara tahta"
"4002","karaaðaç"
"4003","karabaþlý iskete"
"4004","karabiber"
"4005","karaciðer"
"4006","karaçam"
"4007","karadan havaya füze"
"4008","karadan karaya füze"
"4009","karadon"
"4010","karadul"
"4011","karahindiba"
"4012","karakol"
"4013","karakter"
"4014","karakterizasyon"
"4015","karakulak"
"4016","karalama"
"4017","karamel"
"4018","karamela"
"4019","karanfil"
"4020","karanlýk"
"4021","karanlýk enerji"
"4022","karanlýk madde"
"4023","karantina"
"4024","karar"
"4025","karargâh"
"4026","kararname"
"4027","karasinek"
"4028","karatavuk"
"4029","karateci"
"4030","karavan"
"4031","karbon"
"4032","karbonat"
"4033","karbondioksit"
"4034","karbonhidrat"
"4035","karbonik asit"
"4036","karbüratör"
"4037","kardan adam"
"4038","kardelen"
"4039","kardeþ"
"4040","kardeþlik"
"4041","kardinal"
"4042","kardiyograf"
"4043","kardiyografi"
"4044","kare"
"4045","kare bulmaca"
"4046","karekök"
"4047","karga"
"4048","kargaþa"
"4049","kargý"
"4050","karý"
"4051","karý koca"
"4052","karýlýk"
"4053","karýn"
"4054","karýnca"
"4055","karýnca yuvasý"
"4056","karýncayiyen"
"4057","karýþýklýk"
"4058","karýþma"
"4059","kari"
"4060","karides"
"4061","karikatür"
"4062","karikatürist"
"4063","kariyer"
"4064","karizma"
"4065","karma"
"4066","karmaþýk sayý"
"4067","karnabahar"
"4068","karne"
"4069","karoten"
"4070","karpuz"
"4071","karþý"
"4072","karþýlaþtýrma"
"4073","karþýlýk"
"4074","karþýtlýk"
"4075","karþýya geçme"
"4076","kart"
"4077","kartal"
"4078","kartograf"
"4079","kartografi"
"4080","kartpostal"
"4081","kartuþ"
"4082","karyola"
"4083","kas"
"4084","kas telciði"
"4085","kasa"
"4086","kasaba"
"4087","kasadar"
"4088","kasap"
"4089","kasatura"
"4090","kasavan"
"4091","kasbilim"
"4092","kase"
"4093","kaset"
"4094","kasýk"
"4095","kasým"
"4096","kasýmpatý"
"4097","kasýr"
"4098","kasýrga"
"4099","kasýt"
"4100","kaside"
"4101","kasiyer"
"4102","kask"
"4103","kasket"
"4104","kaslýlýk"
"4105","kassýzlýk"
"4106","kastanyet"
"4107","kastor"
"4108","kasvet"
"4109","kaþ"
"4110","kaþ kalemi"
"4111","kaþaðý"
"4112","kaþalot"
"4113","kaþar"
"4114","kaþe"
"4115","kaþýk"
"4116","kaþýk pozisyon"
"4117","kaþýkçý"
"4118","kaþkaval"
"4119","kaþkol"
"4120","kat"
"4121","katabolizma"
"4122","katakulli"
"4123","katalog"
"4124","katamaran"
"4125","katar"
"4126","katastrof"
"4127","katedral"
"4128","kategori"
